soc_code,element_name,importance_score,source
29-1129,Making Decisions and Solving Problems,4.32,work_activity
29-1129,Thinking Creatively,4.96,work_activity
29-1129,Thinking Creatively,5.52,work_activity
29-1129,Updating and Using Relevant Knowledge,3.92,work_activity
29-1129,Updating and Using Relevant Knowledge,4.73,work_activity
29-1129,Developing Objectives and Strategies,4.27,work_activity
29-1129,Developing Objectives and Strategies,4.08,work_activity
29-1129,Scheduling Work and Activities,3.54,work_activity
29-1129,Scheduling Work and Activities,3.6,work_activity
29-1129,"Organizing, Planning, and Prioritizing Work",3.88,work_activity
29-1129,"Organizing, Planning, and Prioritizing Work",4.65,work_activity
29-1129,Performing General Physical Activities,3.04,work_activity
29-1129,Performing General Physical Activities,3.16,work_activity
29-1129,Handling and Moving Objects,3.23,work_activity
29-1129,Handling and Moving Objects,4.4,work_activity
29-1129,Controlling Machines and Processes,1.88,work_activity
29-1129,Controlling Machines and Processes,1.44,work_activity
29-1129,"Operating Vehicles, Mechanized Devices, or Equipment",1.46,work_activity
29-1129,"Operating Vehicles, Mechanized Devices, or Equipment",0.96,work_activity
29-1129,Working with Computers,3.23,work_activity
29-1129,Working with Computers,2.96,work_activity
29-1129,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.42,work_activity
29-1129,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.85,work_activity
29-1129,Repairing and Maintaining Mechanical Equipment,1.69,work_activity
29-1129,Repairing and Maintaining Mechanical Equipment,1.27,work_activity
29-1129,Repairing and Maintaining Electronic Equipment,1.73,work_activity
29-1129,Repairing and Maintaining Electronic Equipment,1.35,work_activity
29-1129,Documenting/Recording Information,4.35,work_activity
29-1129,Documenting/Recording Information,4.32,work_activity
29-1129,Interpreting the Meaning of Information for Others,3.42,work_activity
29-1129,Interpreting the Meaning of Information for Others,3.36,work_activity
29-1129,"Communicating with Supervisors, Peers, or Subordinates",4.04,work_activity
29-1129,"Communicating with Supervisors, Peers, or Subordinates",4.6,work_activity
29-1129,Communicating with People Outside the Organization,3.42,work_activity
29-1129,Communicating with People Outside the Organization,4.23,work_activity
29-1129,Establishing and Maintaining Interpersonal Relationships,4.76,work_activity
29-1129,Establishing and Maintaining Interpersonal Relationships,5.69,work_activity
29-1129,Assisting and Caring for Others,4.76,work_activity
29-1129,Assisting and Caring for Others,5.56,work_activity
29-1129,Selling or Influencing Others,2.23,work_activity
29-1129,Selling or Influencing Others,1.96,work_activity
29-1129,Resolving Conflicts and Negotiating with Others,3.46,work_activity
29-1129,Resolving Conflicts and Negotiating with Others,4.24,work_activity
29-1129,Performing for or Working Directly with the Public,3.65,work_activity
29-1129,Performing for or Working Directly with the Public,4.16,work_activity
29-1129,Coordinating the Work and Activities of Others,3.08,work_activity
29-1129,Coordinating the Work and Activities of Others,3.24,work_activity
29-1129,Developing and Building Teams,3.46,work_activity
29-1129,Developing and Building Teams,3.52,work_activity
29-1129,Training and Teaching Others,3.85,work_activity
29-1129,Training and Teaching Others,4.69,work_activity
29-1129,"Guiding, Directing, and Motivating Subordinates",2.73,work_activity
29-1129,"Guiding, Directing, and Motivating Subordinates",3.04,work_activity
29-1129,Coaching and Developing Others,3.65,work_activity
29-1129,Coaching and Developing Others,4.65,work_activity
29-1129,Providing Consultation and Advice to Others,3.23,work_activity
29-1129,Providing Consultation and Advice to Others,3.92,work_activity
29-1129,Performing Administrative Activities,3.46,work_activity
29-1129,Performing Administrative Activities,3.77,work_activity
29-1129,Staffing Organizational Units,2.23,work_activity
29-1129,Staffing Organizational Units,2.54,work_activity
29-1129,Monitoring and Controlling Resources,2.54,work_activity
29-1129,Monitoring and Controlling Resources,2.76,work_activity
29-1131,Getting Information,4.52,work_activity
29-1131,Getting Information,5.44,work_activity
29-1131,"Monitoring Processes, Materials, or Surroundings",3.81,work_activity
29-1131,"Monitoring Processes, Materials, or Surroundings",5.39,work_activity
29-1131,"Identifying Objects, Actions, and Events",4.46,work_activity
29-1131,"Identifying Objects, Actions, and Events",5.71,work_activity
29-1131,"Inspecting Equipment, Structures, or Materials",3.26,work_activity
29-1131,"Inspecting Equipment, Structures, or Materials",3.45,work_activity
29-1131,"Estimating the Quantifiable Characteristics of Products, Events, or Information",3.08,work_activity
29-1131,"Estimating the Quantifiable Characteristics of Products, Events, or Information",3.4,work_activity
29-1131,"Judging the Qualities of Objects, Services, or People",3.09,work_activity
29-1131,"Judging the Qualities of Objects, Services, or People",3.54,work_activity
29-1131,Processing Information,3.73,work_activity
29-1131,Processing Information,4.77,work_activity
29-1131,Evaluating Information to Determine Compliance with Standards,3.22,work_activity
29-1131,Evaluating Information to Determine Compliance with Standards,3.53,work_activity
29-1131,Analyzing Data or Information,3.73,work_activity
29-1131,Analyzing Data or Information,4.85,work_activity
29-1131,Making Decisions and Solving Problems,4.81,work_activity
29-1131,Making Decisions and Solving Problems,6.34,work_activity
29-1131,Thinking Creatively,2.69,work_activity
29-1131,Thinking Creatively,3.26,work_activity
29-1131,Updating and Using Relevant Knowledge,4.5,work_activity
29-1131,Updating and Using Relevant Knowledge,5.73,work_activity
29-1131,Developing Objectives and Strategies,2.81,work_activity
29-1131,Developing Objectives and Strategies,2.85,work_activity
29-1131,Scheduling Work and Activities,2.32,work_activity
29-1131,Scheduling Work and Activities,2.53,work_activity
29-1131,"Organizing, Planning, and Prioritizing Work",3.14,work_activity
29-1131,"Organizing, Planning, and Prioritizing Work",4.05,work_activity
29-1131,Performing General Physical Activities,3.03,work_activity
29-1131,Performing General Physical Activities,3.52,work_activity
29-1131,Handling and Moving Objects,2.84,work_activity
29-1131,Handling and Moving Objects,3.96,work_activity
29-1131,Controlling Machines and Processes,2.48,work_activity
29-1131,Controlling Machines and Processes,2.8,work_activity
29-1131,"Operating Vehicles, Mechanized Devices, or Equipment",1.61,work_activity
29-1131,"Operating Vehicles, Mechanized Devices, or Equipment",0.8,work_activity
29-1131,Working with Computers,3.24,work_activity
29-1131,Working with Computers,2.92,work_activity
29-1131,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.42,work_activity
29-1131,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.85,work_activity
29-1131,Repairing and Maintaining Mechanical Equipment,1.62,work_activity
29-1131,Repairing and Maintaining Mechanical Equipment,1.26,work_activity
29-1131,Repairing and Maintaining Electronic Equipment,1.57,work_activity
29-1131,Repairing and Maintaining Electronic Equipment,0.81,work_activity
29-1131,Documenting/Recording Information,4.26,work_activity
29-1131,Documenting/Recording Information,4.13,work_activity
29-1131,Interpreting the Meaning of Information for Others,4.04,work_activity
29-1131,Interpreting the Meaning of Information for Others,3.84,work_activity
29-1131,"Communicating with Supervisors, Peers, or Subordinates",3.79,work_activity
29-1131,"Communicating with Supervisors, Peers, or Subordinates",3.9,work_activity
29-1131,Communicating with People Outside the Organization,3.33,work_activity
29-1131,Communicating with People Outside the Organization,3.24,work_activity
29-1131,Establishing and Maintaining Interpersonal Relationships,4.06,work_activity
29-1131,Establishing and Maintaining Interpersonal Relationships,4.57,work_activity
29-1131,Assisting and Caring for Others,3.68,work_activity
29-1131,Assisting and Caring for Others,4.58,work_activity
29-1131,Selling or Influencing Others,3.31,work_activity
29-1131,Selling or Influencing Others,3.75,work_activity
29-1131,Resolving Conflicts and Negotiating with Others,2.88,work_activity
29-1131,Resolving Conflicts and Negotiating with Others,3.64,work_activity
29-1131,Performing for or Working Directly with the Public,4.25,work_activity
29-1131,Performing for or Working Directly with the Public,4.75,work_activity
29-1131,Coordinating the Work and Activities of Others,3.14,work_activity
29-1131,Coordinating the Work and Activities of Others,3.66,work_activity
29-1131,Developing and Building Teams,3.18,work_activity
29-1131,Developing and Building Teams,3.39,work_activity
29-1131,Training and Teaching Others,3.06,work_activity
29-1131,Training and Teaching Others,3.55,work_activity
29-1131,"Guiding, Directing, and Motivating Subordinates",3.08,work_activity
29-1131,"Guiding, Directing, and Motivating Subordinates",3.73,work_activity
29-1131,Coaching and Developing Others,2.68,work_activity
29-1131,Coaching and Developing Others,3.49,work_activity
29-1131,Providing Consultation and Advice to Others,2.75,work_activity
29-1131,Providing Consultation and Advice to Others,3.21,work_activity
29-1131,Performing Administrative Activities,2.34,work_activity
29-1131,Performing Administrative Activities,2.29,work_activity
29-1131,Staffing Organizational Units,1.95,work_activity
29-1131,Staffing Organizational Units,1.95,work_activity
29-1131,Monitoring and Controlling Resources,2.13,work_activity
29-1131,Monitoring and Controlling Resources,2.23,work_activity
29-1141,Getting Information,4.76,work_activity
29-1141,Getting Information,4.61,work_activity
29-1141,"Monitoring Processes, Materials, or Surroundings",4.15,work_activity
29-1141,"Monitoring Processes, Materials, or Surroundings",5.58,work_activity
29-1141,"Identifying Objects, Actions, and Events",4.57,work_activity
29-1141,"Identifying Objects, Actions, and Events",6.07,work_activity
29-1141,"Inspecting Equipment, Structures, or Materials",3.99,work_activity
29-1141,"Inspecting Equipment, Structures, or Materials",3.46,work_activity
29-1141,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.51,work_activity
29-1141,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.18,work_activity
29-1141,"Judging the Qualities of Objects, Services, or People",4.0,work_activity
29-1141,"Judging the Qualities of Objects, Services, or People",3.77,work_activity
29-1141,Processing Information,3.72,work_activity
29-1141,Processing Information,3.98,work_activity
29-1141,Evaluating Information to Determine Compliance with Standards,4.51,work_activity
29-1141,Evaluating Information to Determine Compliance with Standards,4.11,work_activity
29-1141,Analyzing Data or Information,3.93,work_activity
29-1141,Analyzing Data or Information,5.09,work_activity
29-1141,Making Decisions and Solving Problems,4.54,work_activity
29-1141,Making Decisions and Solving Problems,5.54,work_activity
29-1141,Thinking Creatively,3.83,work_activity
29-1141,Thinking Creatively,4.05,work_activity
29-1141,Updating and Using Relevant Knowledge,4.65,work_activity
29-1141,Updating and Using Relevant Knowledge,6.53,work_activity
29-1141,Developing Objectives and Strategies,3.39,work_activity
29-1141,Developing Objectives and Strategies,3.48,work_activity
29-1141,Scheduling Work and Activities,3.36,work_activity
29-1141,Scheduling Work and Activities,3.44,work_activity
29-1141,"Organizing, Planning, and Prioritizing Work",4.51,work_activity
29-1141,"Organizing, Planning, and Prioritizing Work",5.5,work_activity
29-1141,Performing General Physical Activities,4.57,work_activity
29-1141,Performing General Physical Activities,4.36,work_activity
29-1141,Handling and Moving Objects,4.09,work_activity
29-1141,Handling and Moving Objects,4.14,work_activity
29-1141,Controlling Machines and Processes,2.86,work_activity
29-1141,Controlling Machines and Processes,2.4,work_activity
29-1141,"Operating Vehicles, Mechanized Devices, or Equipment",2.25,work_activity
29-1141,"Operating Vehicles, Mechanized Devices, or Equipment",1.29,work_activity
29-1141,Working with Computers,4.38,work_activity
29-1141,Working with Computers,3.74,work_activity
29-1141,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.66,work_activity
29-1141,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.92,work_activity
29-1141,Repairing and Maintaining Mechanical Equipment,1.73,work_activity
29-1141,Repairing and Maintaining Mechanical Equipment,0.98,work_activity
29-1141,Repairing and Maintaining Electronic Equipment,1.77,work_activity
29-1141,Repairing and Maintaining Electronic Equipment,1.14,work_activity
29-1141,Documenting/Recording Information,4.86,work_activity
29-1141,Documenting/Recording Information,4.97,work_activity
29-1141,Interpreting the Meaning of Information for Others,4.13,work_activity
29-1141,Interpreting the Meaning of Information for Others,3.26,work_activity
29-1141,"Communicating with Supervisors, Peers, or Subordinates",4.6,work_activity
29-1141,"Communicating with Supervisors, Peers, or Subordinates",4.21,work_activity
29-1141,Communicating with People Outside the Organization,3.41,work_activity
29-1141,Communicating with People Outside the Organization,3.43,work_activity
29-1141,Establishing and Maintaining Interpersonal Relationships,4.4,work_activity
29-1141,Establishing and Maintaining Interpersonal Relationships,5.09,work_activity
29-1141,Assisting and Caring for Others,4.94,work_activity
29-1141,Assisting and Caring for Others,5.89,work_activity
29-1141,Selling or Influencing Others,2.18,work_activity
29-1141,Selling or Influencing Others,1.56,work_activity
29-1141,Resolving Conflicts and Negotiating with Others,3.7,work_activity
29-1141,Resolving Conflicts and Negotiating with Others,4.0,work_activity
29-1141,Performing for or Working Directly with the Public,3.69,work_activity
29-1141,Performing for or Working Directly with the Public,3.75,work_activity
29-1141,Coordinating the Work and Activities of Others,3.72,work_activity
29-1141,Coordinating the Work and Activities of Others,3.27,work_activity
29-1141,Developing and Building Teams,3.94,work_activity
29-1141,Developing and Building Teams,3.51,work_activity
29-1141,Training and Teaching Others,3.81,work_activity
29-1141,Training and Teaching Others,4.32,work_activity
29-1141,"Guiding, Directing, and Motivating Subordinates",4.05,work_activity
29-1141,"Guiding, Directing, and Motivating Subordinates",4.42,work_activity
29-1141,Coaching and Developing Others,3.87,work_activity
29-1141,Coaching and Developing Others,3.99,work_activity
29-1141,Providing Consultation and Advice to Others,3.47,work_activity
29-1141,Providing Consultation and Advice to Others,3.45,work_activity
29-1141,Performing Administrative Activities,3.14,work_activity
29-1141,Performing Administrative Activities,2.45,work_activity
29-1141,Staffing Organizational Units,2.64,work_activity
29-1141,Staffing Organizational Units,1.61,work_activity
29-1141,Monitoring and Controlling Resources,2.25,work_activity
29-1141,Monitoring and Controlling Resources,1.97,work_activity
29-1141,Getting Information,4.37,work_activity
29-1141,Getting Information,4.47,work_activity
29-1141,"Monitoring Processes, Materials, or Surroundings",3.95,work_activity
29-1141,"Monitoring Processes, Materials, or Surroundings",4.8,work_activity
29-1141,"Identifying Objects, Actions, and Events",4.15,work_activity
29-1141,"Identifying Objects, Actions, and Events",5.05,work_activity
29-1141,"Inspecting Equipment, Structures, or Materials",3.62,work_activity
29-1141,"Inspecting Equipment, Structures, or Materials",3.25,work_activity
29-1141,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.9,work_activity
29-1141,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.81,work_activity
29-1141,"Judging the Qualities of Objects, Services, or People",3.24,work_activity
29-1141,"Judging the Qualities of Objects, Services, or People",3.7,work_activity
29-1141,Processing Information,3.45,work_activity
29-1141,Processing Information,4.3,work_activity
29-1141,Evaluating Information to Determine Compliance with Standards,3.76,work_activity
29-1141,Evaluating Information to Determine Compliance with Standards,3.95,work_activity
29-1141,Analyzing Data or Information,3.75,work_activity
29-1141,Analyzing Data or Information,4.3,work_activity
29-1141,Making Decisions and Solving Problems,4.42,work_activity
29-1141,Making Decisions and Solving Problems,5.35,work_activity
29-1141,Thinking Creatively,3.53,work_activity
29-1141,Thinking Creatively,4.16,work_activity
29-1141,Updating and Using Relevant Knowledge,4.2,work_activity
29-1141,Updating and Using Relevant Knowledge,5.4,work_activity
29-1141,Developing Objectives and Strategies,3.1,work_activity
29-1141,Developing Objectives and Strategies,3.1,work_activity
29-1141,Scheduling Work and Activities,3.15,work_activity
29-1141,Scheduling Work and Activities,3.8,work_activity
29-1141,"Organizing, Planning, and Prioritizing Work",4.37,work_activity
29-1141,"Organizing, Planning, and Prioritizing Work",5.11,work_activity
29-1141,Performing General Physical Activities,3.76,work_activity
29-1141,Performing General Physical Activities,3.85,work_activity
29-1141,Handling and Moving Objects,3.43,work_activity
29-1141,Handling and Moving Objects,4.45,work_activity
29-1141,Controlling Machines and Processes,2.76,work_activity
29-1141,Controlling Machines and Processes,3.2,work_activity
29-1141,"Operating Vehicles, Mechanized Devices, or Equipment",1.75,work_activity
29-1141,"Operating Vehicles, Mechanized Devices, or Equipment",1.15,work_activity
29-1141,Working with Computers,4.1,work_activity
29-1141,Working with Computers,3.57,work_activity
29-1141,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.4,work_activity
29-1141,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.7,work_activity
29-1141,Repairing and Maintaining Mechanical Equipment,2.06,work_activity
29-1141,Repairing and Maintaining Mechanical Equipment,1.4,work_activity
29-1141,Repairing and Maintaining Electronic Equipment,2.4,work_activity
29-1141,Repairing and Maintaining Electronic Equipment,2.0,work_activity
29-1141,Documenting/Recording Information,4.5,work_activity
29-1141,Documenting/Recording Information,4.75,work_activity
29-1141,Interpreting the Meaning of Information for Others,4.05,work_activity
29-1141,Interpreting the Meaning of Information for Others,3.84,work_activity
29-1141,"Communicating with Supervisors, Peers, or Subordinates",4.45,work_activity
29-1141,"Communicating with Supervisors, Peers, or Subordinates",4.8,work_activity
29-1141,Communicating with People Outside the Organization,3.4,work_activity
29-1141,Communicating with People Outside the Organization,3.25,work_activity
29-1141,Establishing and Maintaining Interpersonal Relationships,3.95,work_activity
29-1141,Establishing and Maintaining Interpersonal Relationships,4.85,work_activity
29-1141,Assisting and Caring for Others,4.67,work_activity
29-1141,Assisting and Caring for Others,5.71,work_activity
29-1141,Selling or Influencing Others,2.05,work_activity
29-1141,Selling or Influencing Others,1.67,work_activity
29-1141,Resolving Conflicts and Negotiating with Others,3.67,work_activity
29-1141,Resolving Conflicts and Negotiating with Others,4.24,work_activity
29-1141,Performing for or Working Directly with the Public,4.0,work_activity
29-1141,Performing for or Working Directly with the Public,4.05,work_activity
29-1141,Coordinating the Work and Activities of Others,3.68,work_activity
29-1141,Coordinating the Work and Activities of Others,3.84,work_activity
29-1141,Developing and Building Teams,4.0,work_activity
29-1141,Developing and Building Teams,3.6,work_activity
29-1141,Training and Teaching Others,4.21,work_activity
29-1141,Training and Teaching Others,4.45,work_activity
29-1141,"Guiding, Directing, and Motivating Subordinates",3.68,work_activity
29-1141,"Guiding, Directing, and Motivating Subordinates",4.16,work_activity
29-1141,Coaching and Developing Others,3.7,work_activity
29-1141,Coaching and Developing Others,4.2,work_activity
29-1141,Providing Consultation and Advice to Others,3.14,work_activity
29-1141,Providing Consultation and Advice to Others,3.57,work_activity
29-1141,Performing Administrative Activities,2.9,work_activity
29-1141,Performing Administrative Activities,3.0,work_activity
29-1141,Staffing Organizational Units,3.48,work_activity
29-1141,Staffing Organizational Units,3.6,work_activity
29-1141,Monitoring and Controlling Resources,3.25,work_activity
29-1141,Monitoring and Controlling Resources,3.26,work_activity
29-1141,Getting Information,4.57,work_activity
29-1141,Getting Information,5.17,work_activity
29-1141,"Monitoring Processes, Materials, or Surroundings",3.78,work_activity
29-1141,"Monitoring Processes, Materials, or Surroundings",4.74,work_activity
29-1141,"Identifying Objects, Actions, and Events",4.0,work_activity
29-1141,"Identifying Objects, Actions, and Events",5.73,work_activity
29-1141,"Inspecting Equipment, Structures, or Materials",1.95,work_activity
29-1141,"Inspecting Equipment, Structures, or Materials",1.17,work_activity
29-1141,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.83,work_activity
29-1141,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.74,work_activity
29-1141,"Judging the Qualities of Objects, Services, or People",3.77,work_activity
29-1141,"Judging the Qualities of Objects, Services, or People",4.27,work_activity
29-1141,Processing Information,4.57,work_activity
29-1141,Processing Information,5.87,work_activity
29-1141,Evaluating Information to Determine Compliance with Standards,4.27,work_activity
29-1141,Evaluating Information to Determine Compliance with Standards,4.57,work_activity
29-1141,Analyzing Data or Information,4.23,work_activity
29-1141,Analyzing Data or Information,4.68,work_activity
29-1141,Making Decisions and Solving Problems,4.65,work_activity
29-1141,Making Decisions and Solving Problems,5.74,work_activity
29-1141,Thinking Creatively,3.95,work_activity
29-1141,Thinking Creatively,4.91,work_activity
29-1141,Updating and Using Relevant Knowledge,4.74,work_activity
29-1141,Updating and Using Relevant Knowledge,6.17,work_activity
29-1141,Developing Objectives and Strategies,3.77,work_activity
29-1141,Developing Objectives and Strategies,4.36,work_activity
29-1141,Scheduling Work and Activities,3.14,work_activity
29-1141,Scheduling Work and Activities,3.59,work_activity
29-1141,"Organizing, Planning, and Prioritizing Work",4.3,work_activity
29-1141,"Organizing, Planning, and Prioritizing Work",5.3,work_activity
29-1141,Performing General Physical Activities,1.87,work_activity
29-1141,Performing General Physical Activities,1.26,work_activity
29-1141,Handling and Moving Objects,1.5,work_activity
29-1141,Handling and Moving Objects,1.14,work_activity
29-1141,Controlling Machines and Processes,1.61,work_activity
29-1141,Controlling Machines and Processes,1.04,work_activity
29-1141,"Operating Vehicles, Mechanized Devices, or Equipment",1.3,work_activity
29-1141,"Operating Vehicles, Mechanized Devices, or Equipment",0.48,work_activity
29-1141,Working with Computers,4.09,work_activity
29-1141,Working with Computers,3.5,work_activity
29-1141,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.39,work_activity
29-1141,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.78,work_activity
29-1141,Repairing and Maintaining Mechanical Equipment,1.22,work_activity
29-1141,Repairing and Maintaining Mechanical Equipment,0.35,work_activity
29-1141,Repairing and Maintaining Electronic Equipment,1.43,work_activity
29-1141,Repairing and Maintaining Electronic Equipment,0.65,work_activity
29-1141,Documenting/Recording Information,4.78,work_activity
29-1141,Documenting/Recording Information,5.43,work_activity
29-1141,Interpreting the Meaning of Information for Others,4.26,work_activity
29-1141,Interpreting the Meaning of Information for Others,4.74,work_activity
29-1141,"Communicating with Supervisors, Peers, or Subordinates",4.22,work_activity
29-1141,"Communicating with Supervisors, Peers, or Subordinates",5.0,work_activity
29-1141,Communicating with People Outside the Organization,4.0,work_activity
29-1141,Communicating with People Outside the Organization,4.73,work_activity
29-1141,Establishing and Maintaining Interpersonal Relationships,4.7,work_activity
29-1141,Establishing and Maintaining Interpersonal Relationships,5.91,work_activity
29-1141,Assisting and Caring for Others,4.96,work_activity
29-1141,Assisting and Caring for Others,6.35,work_activity
29-1141,Selling or Influencing Others,2.65,work_activity
29-1141,Selling or Influencing Others,2.74,work_activity
29-1141,Resolving Conflicts and Negotiating with Others,4.3,work_activity
29-1141,Resolving Conflicts and Negotiating with Others,5.39,work_activity
29-1141,Performing for or Working Directly with the Public,3.43,work_activity
29-1141,Performing for or Working Directly with the Public,3.65,work_activity
29-1141,Coordinating the Work and Activities of Others,3.22,work_activity
29-1141,Coordinating the Work and Activities of Others,3.61,work_activity
29-1141,Developing and Building Teams,3.3,work_activity
29-1141,Developing and Building Teams,4.04,work_activity
29-1141,Training and Teaching Others,3.82,work_activity
29-1141,Training and Teaching Others,4.77,work_activity
29-1141,"Guiding, Directing, and Motivating Subordinates",2.96,work_activity
29-1141,"Guiding, Directing, and Motivating Subordinates",3.57,work_activity
29-1141,Coaching and Developing Others,3.5,work_activity
29-1141,Coaching and Developing Others,4.64,work_activity
29-1141,Providing Consultation and Advice to Others,4.04,work_activity
29-1141,Providing Consultation and Advice to Others,5.3,work_activity
29-1141,Performing Administrative Activities,3.14,work_activity
29-1141,Performing Administrative Activities,3.82,work_activity
29-1141,Staffing Organizational Units,1.96,work_activity
29-1141,Staffing Organizational Units,2.0,work_activity
29-1141,Monitoring and Controlling Resources,2.52,work_activity
29-1141,Monitoring and Controlling Resources,2.7,work_activity
29-1141,Getting Information,4.75,work_activity
29-1141,Getting Information,5.25,work_activity
29-1141,"Monitoring Processes, Materials, or Surroundings",4.26,work_activity
29-1141,"Monitoring Processes, Materials, or Surroundings",5.63,work_activity
29-1141,"Identifying Objects, Actions, and Events",4.59,work_activity
29-1141,"Identifying Objects, Actions, and Events",5.62,work_activity
29-1141,"Inspecting Equipment, Structures, or Materials",3.57,work_activity
29-1141,"Inspecting Equipment, Structures, or Materials",3.67,work_activity
29-1141,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.75,work_activity
29-1141,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.93,work_activity
29-1141,"Judging the Qualities of Objects, Services, or People",3.29,work_activity
29-1141,"Judging the Qualities of Objects, Services, or People",3.67,work_activity
29-1141,Processing Information,4.04,work_activity
29-1141,Processing Information,4.63,work_activity
29-1141,Evaluating Information to Determine Compliance with Standards,3.93,work_activity
29-1141,Evaluating Information to Determine Compliance with Standards,3.89,work_activity
29-1141,Analyzing Data or Information,3.96,work_activity
29-1141,Analyzing Data or Information,4.63,work_activity
29-1141,Making Decisions and Solving Problems,4.75,work_activity
29-1141,Making Decisions and Solving Problems,5.26,work_activity
29-1141,Thinking Creatively,3.39,work_activity
29-1141,Thinking Creatively,3.93,work_activity
29-1141,Updating and Using Relevant Knowledge,4.54,work_activity
29-1141,Updating and Using Relevant Knowledge,5.63,work_activity
29-1141,Developing Objectives and Strategies,3.11,work_activity
29-1141,Developing Objectives and Strategies,3.44,work_activity
29-1141,Scheduling Work and Activities,3.21,work_activity
29-1141,Scheduling Work and Activities,3.74,work_activity
29-1141,"Organizing, Planning, and Prioritizing Work",4.32,work_activity
29-1141,"Organizing, Planning, and Prioritizing Work",4.81,work_activity
29-1141,Performing General Physical Activities,3.89,work_activity
29-1141,Performing General Physical Activities,3.78,work_activity
29-1141,Handling and Moving Objects,3.71,work_activity
29-1141,Handling and Moving Objects,4.71,work_activity
29-1141,Controlling Machines and Processes,3.36,work_activity
29-1141,Controlling Machines and Processes,4.0,work_activity
29-1141,"Operating Vehicles, Mechanized Devices, or Equipment",1.89,work_activity
29-1141,"Operating Vehicles, Mechanized Devices, or Equipment",1.5,work_activity
29-1141,Working with Computers,4.36,work_activity
29-1141,Working with Computers,3.63,work_activity
29-1141,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.68,work_activity
29-1141,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.25,work_activity
29-1141,Repairing and Maintaining Mechanical Equipment,1.93,work_activity
29-1141,Repairing and Maintaining Mechanical Equipment,1.5,work_activity
29-1141,Repairing and Maintaining Electronic Equipment,2.07,work_activity
29-1141,Repairing and Maintaining Electronic Equipment,1.79,work_activity
29-1141,Documenting/Recording Information,4.5,work_activity
29-1141,Documenting/Recording Information,4.65,work_activity
29-1141,Interpreting the Meaning of Information for Others,4.18,work_activity
29-1141,Interpreting the Meaning of Information for Others,4.44,work_activity
29-1141,"Communicating with Supervisors, Peers, or Subordinates",4.18,work_activity
29-1141,"Communicating with Supervisors, Peers, or Subordinates",4.56,work_activity
29-1141,Communicating with People Outside the Organization,3.0,work_activity
29-1141,Communicating with People Outside the Organization,3.22,work_activity
29-1141,Establishing and Maintaining Interpersonal Relationships,4.43,work_activity
29-1141,Establishing and Maintaining Interpersonal Relationships,5.19,work_activity
29-1141,Assisting and Caring for Others,4.93,work_activity
29-1141,Assisting and Caring for Others,6.67,work_activity
29-1141,Selling or Influencing Others,2.0,work_activity
29-1141,Selling or Influencing Others,1.56,work_activity
29-1141,Resolving Conflicts and Negotiating with Others,3.82,work_activity
29-1141,Resolving Conflicts and Negotiating with Others,4.33,work_activity
29-1141,Performing for or Working Directly with the Public,4.43,work_activity
29-1141,Performing for or Working Directly with the Public,5.04,work_activity
29-1141,Coordinating the Work and Activities of Others,3.64,work_activity
29-1141,Coordinating the Work and Activities of Others,4.33,work_activity
29-1141,Developing and Building Teams,3.86,work_activity
29-1141,Developing and Building Teams,4.11,work_activity
29-1141,Training and Teaching Others,3.89,work_activity
29-1141,Training and Teaching Others,4.41,work_activity
29-1141,"Guiding, Directing, and Motivating Subordinates",3.18,work_activity
29-1141,"Guiding, Directing, and Motivating Subordinates",3.56,work_activity
29-1141,Coaching and Developing Others,3.7,work_activity
29-1141,Coaching and Developing Others,4.74,work_activity
29-1141,Providing Consultation and Advice to Others,3.43,work_activity
29-1141,Providing Consultation and Advice to Others,4.15,work_activity
29-1141,Performing Administrative Activities,2.61,work_activity
29-1141,Performing Administrative Activities,2.85,work_activity
29-1141,Staffing Organizational Units,2.96,work_activity
29-1141,Staffing Organizational Units,3.19,work_activity
29-1141,Monitoring and Controlling Resources,2.58,work_activity
29-1141,Monitoring and Controlling Resources,3.31,work_activity
29-1141,Getting Information,4.3,work_activity
29-1141,Getting Information,5.14,work_activity
