skill_a,skill_b,support_occupations,support_rate,freq_a,freq_b,lift,synergy_score
Data mining software,Operating system software,30,0.0340522133938706,36,326,2.252044989775051,67.56134969325153
Object oriented data base management software,Video conferencing software,13,0.014755959137343927,32,69,5.187047101449275,67.43161231884058
Electronic mail software,Video conferencing software,58,0.06583427922814983,638,69,1.1607378129117258,67.3227931488801
Object or component oriented development software,Sales and marketing software,23,0.026106696935300794,198,35,2.923953823953824,67.25093795093795
Development environment software,Network security and virtual private network VPN equipment software,11,0.012485811577752554,145,11,6.075862068965517,66.83448275862068
Data base user interface and query software,Sales and marketing software,33,0.03745743473325766,413,35,2.0112763749567626,66.37212037357317
Business intelligence and data analysis software,Electronic mail software,62,0.07037457434733257,80,638,1.070180250783699,66.35117554858934
Business intelligence and data analysis software,Procedure management software,6,0.00681044267877412,80,6,11.012500000000001,66.075
Business intelligence and data analysis software,Metadata management software,6,0.00681044267877412,80,6,11.012500000000001,66.075
Desktop publishing software,Process mapping and design software,31,0.03518728717366629,88,146,2.125700498132005,65.89671544209216
Program testing software,Video conferencing software,12,0.01362088535754824,28,69,5.472049689440994,65.66459627329193
Procedure management software,Switch or router software,2,0.0022701475595913734,6,9,32.62962962962963,65.25925925925927
Data mining software,Metadata management software,4,0.004540295119182747,36,6,16.314814814814817,65.25925925925927
Enterprise application integration software,Switch or router software,8,0.009080590238365494,96,9,8.157407407407408,65.25925925925927
Application server software,Enterprise resource planning ERP software,30,0.0340522133938706,41,297,2.1704853412170486,65.11456023651147
File versioning software,Presentation software,49,0.05561861520998865,52,629,1.3198300110064816,64.6716705393176
Electronic mail software,Enterprise application integration software,67,0.07604994324631101,638,96,0.9637375914315569,64.57041862591431
Computer aided design CAD software,File versioning software,27,0.03064699205448354,192,52,2.382512019230769,64.32782451923077
Content workflow software,Video conferencing software,14,0.015891032917139614,39,69,4.5834262356001485,64.16796729840208
Content workflow software,Enterprise resource planning ERP software,29,0.032917139614074914,39,297,2.2057325390658726,63.966243632910306
File versioning software,Graphical user interface development software,7,0.007945516458569807,52,13,9.122781065088757,63.8594674556213
Business intelligence and data analysis software,Video conferencing software,20,0.022701475595913734,80,69,3.192028985507246,63.84057971014492
Cloud-based data access and sharing software,Document management software,23,0.026106696935300794,29,252,2.7727148330596605,63.77244116037219
Video conferencing software,Web page creation and editing software,26,0.029511918274687854,69,136,2.4409633418584824,63.46504688832054
Data base reporting software,Operating system software,26,0.029511918274687854,29,326,2.4228897821028137,62.99513433467315
Document management software,Object oriented data base management software,24,0.02724177071509648,252,32,2.6220238095238098,62.92857142857143
Network security and virtual private network VPN equipment software,Object oriented data base management software,5,0.0056753688989784334,11,32,12.514204545454545,62.57102272727273
Desktop publishing software,Graphical user interface development software,9,0.01021566401816118,88,13,6.930944055944056,62.3784965034965
Configuration management software,Data base user interface and query software,30,0.0340522133938706,31,413,2.0643599156447707,61.93079746934312
Data base reporting software,Data base user interface and query software,29,0.032917139614074914,29,413,2.1331719128329296,61.861985472154956
Enterprise resource planning ERP software,Sales and marketing software,27,0.03064699205448354,297,35,2.2883116883116883,61.784415584415584
Electronic mail software,Medical software,71,0.08059023836549375,638,113,0.8676311482231531,61.60181152384387
Web page creation and editing software,Web platform development software,37,0.04199772985244041,136,144,1.6644709967320261,61.58542687908497
Cloud-based data access and sharing software,Development environment software,17,0.019296254256526674,29,145,3.5617122473246137,60.54910820451843
Graphical user interface development software,Program testing software,5,0.0056753688989784334,13,28,12.101648351648352,60.50824175824176
Data mining software,Geographic information system,15,0.0170261066969353,36,91,4.033882783882784,60.50824175824176
Data base management system software,Graphical user interface development software,9,0.01021566401816118,91,13,6.702451394759088,60.32206255283179
Customer relationship management CRM software,Desktop publishing software,23,0.026106696935300794,88,88,2.6166064049586777,60.18194731404959
Video conferencing software,Web platform development software,26,0.029511918274687854,69,144,2.305354267310789,59.939210950080515
Data base user interface and query software,Program testing software,28,0.03178206583427923,413,28,2.1331719128329296,59.72881355932203
File versioning software,Internet directory services software,7,0.007945516458569807,52,14,8.471153846153847,59.29807692307693
Data base reporting software,Enterprise resource planning ERP software,24,0.02724177071509648,29,297,2.454893765238593,58.91745036572624
Cloud-based data access and sharing software,File versioning software,10,0.011350737797956867,29,52,5.842175066312997,58.42175066312997
Enterprise resource planning ERP software,File versioning software,32,0.036322360953461974,297,52,1.8254338254338254,58.41388241388241
Cloud-based management software,Video conferencing software,14,0.015891032917139614,43,69,4.15706100438153,58.19885406134142
Data base management system software,Desktop publishing software,23,0.026106696935300794,91,88,2.5303446553446554,58.19792707292707
Data base management system software,Procedure management software,6,0.00681044267877412,91,6,9.68131868131868,58.08791208791209
Data base management system software,Metadata management software,6,0.00681044267877412,91,6,9.68131868131868,58.08791208791209
Desktop publishing software,Video conferencing software,20,0.022701475595913734,88,69,2.901844532279315,58.0368906455863
Enterprise resource planning ERP software,Object oriented data base management software,25,0.028376844494892167,297,32,2.317445286195286,57.936132154882145
Data base user interface and query software,Expert system software,28,0.03178206583427923,413,29,2.059614260666277,57.669199298655755
Business intelligence and data analysis software,Graphics or photo imaging software,30,0.0340522133938706,80,172,1.9207848837209303,57.62354651162791
Project management software,Video creation and editing software,24,0.02724177071509648,221,40,2.3918552036199094,57.40452488687782
Application server software,Metadata management software,4,0.004540295119182747,41,6,14.325203252032521,57.300813008130085
Medical software,Project management software,40,0.04540295119182747,113,221,1.41112401393505,56.444960557402
Operating system software,Sales and marketing software,27,0.03064699205448354,326,35,2.0847502191060476,56.28825591586329
Business intelligence and data analysis software,Medical software,24,0.02724177071509648,80,113,2.338938053097345,56.13451327433628
Enterprise resource planning ERP software,Program testing software,23,0.026106696935300794,297,28,2.436628186628187,56.0424482924483
Data base management system software,Internet directory services software,9,0.01021566401816118,91,14,6.223704866562009,56.013343799058084
Content workflow software,Geographic information system,15,0.0170261066969353,39,91,3.7235841081994927,55.853761622992394
Network security and virtual private network VPN equipment software,Web platform development software,10,0.011350737797956867,11,144,5.561868686868687,55.618686868686865
File versioning software,Network security and virtual private network VPN equipment software,6,0.00681044267877412,52,11,9.241258741258742,55.447552447552454
File versioning software,Video conferencing software,15,0.0170261066969353,52,69,3.6831103678929766,55.24665551839465
Analytical or scientific software,Desktop publishing software,32,0.036322360953461974,186,88,1.7223851417399805,55.116324535679375
Application server software,Graphics or photo imaging software,21,0.02383654937570942,41,172,2.6235110606920022,55.093732274532044
Enterprise application integration software,Procedure management software,6,0.00681044267877412,96,6,9.177083333333334,55.0625
Enterprise application integration software,Metadata management software,6,0.00681044267877412,96,6,9.177083333333334,55.0625
Switch or router software,Web platform development software,9,0.01021566401816118,9,144,6.118055555555555,55.0625
Development environment software,Switch or router software,9,0.01021566401816118,145,9,6.075862068965518,54.68275862068966
Process mapping and design software,Video conferencing software,25,0.028376844494892167,146,69,2.186321222950169,54.658030573754225
Geographic information system,Sales and marketing software,14,0.015891032917139614,91,35,3.8725274725274725,54.215384615384615
File versioning software,Office suite software,51,0.05788876276958002,52,813,1.062801589554357,54.20288106727221
Internet directory services software,Object or component oriented development software,13,0.014755959137343927,14,198,4.131673881673882,53.71176046176046
Configuration management software,Graphics or photo imaging software,18,0.02043132803632236,31,172,2.974118529632408,53.53413353338334
Analytical or scientific software,Cloud-based data access and sharing software,18,0.02043132803632236,186,29,2.939933259176863,52.91879866518353
Document management software,File versioning software,28,0.03178206583427923,252,52,1.8824786324786327,52.70940170940172
Expert system software,Medical software,14,0.015891032917139614,29,113,3.7638083613060727,52.69331705828502
Content workflow software,Graphics or photo imaging software,20,0.022701475595913734,39,172,2.6267143709004173,52.53428741800835
Accounting software,Web page creation and editing software,26,0.029511918274687854,84,136,2.0050770308123247,52.13200280112044
Desktop publishing software,Object or component oriented development software,32,0.036322360953461974,88,198,1.617998163452709,51.77594123048669
File versioning software,Spreadsheet software,51,0.05788876276958002,52,854,1.0117771572689607,51.60063502071699
Operating system software,Video conferencing software,36,0.04086265607264472,326,69,1.4099759935982927,50.75913576953854
Desktop publishing software,Development environment software,27,0.03064699205448354,88,145,1.8641849529780563,50.33299373040752
Analytical or scientific software,Video conferencing software,27,0.03064699205448354,186,69,1.85343618513324,50.042776998597475
Document management software,Program testing software,20,0.022701475595913734,252,28,2.4971655328798184,49.94331065759637
Medical software,Video conferencing software,21,0.02383654937570942,113,69,2.3728357060407848,49.82954982685648
Configuration management software,Document management software,21,0.02383654937570942,31,252,2.368279569892473,49.733870967741936
Cloud-based data access and sharing software,Data base user interface and query software,26,0.029511918274687854,29,413,1.9124989563329715,49.72497286465726
Cloud-based management software,Presentation software,39,0.04426787741203178,43,629,1.2703442156246534,49.543424409361485
Data base management system software,Medical software,24,0.02724177071509648,91,113,2.0562092774482155,49.34902265875717
Cloud-based data access and sharing software,Operating system software,23,0.026106696935300794,29,326,2.143325576475566,49.29648825893801
Graphical user interface development software,Object or component oriented development software,12,0.01362088535754824,13,198,4.107226107226108,49.286713286713294
Operating system software,Video creation and editing software,27,0.03064699205448354,326,40,1.8241564417177916,49.252223926380374
Data base user interface and query software,Medical software,51,0.05788876276958002,413,113,0.9627590049068975,49.10070925025177
Network security and virtual private network VPN equipment software,Object or component oriented development software,11,0.012485811577752554,11,198,4.44949494949495,48.94444444444445
Process mapping and design software,Video creation and editing software,18,0.02043132803632236,146,40,2.7154109589041093,48.877397260273966
Application server software,Medical software,16,0.018161180476730987,41,113,3.0425210446794733,48.68033671487157
Accounting software,Process mapping and design software,26,0.029511918274687854,84,146,1.8677429876060012,48.56131767775603
Process mapping and design software,Web page creation and editing software,33,0.03745743473325766,146,136,1.4641921837228042,48.31834206285254
Enterprise application integration software,Video conferencing software,19,0.021566401816118047,96,69,2.5270229468599035,48.01343599033817
Presentation software,Video creation and editing software,37,0.04199772985244041,629,40,1.2955882352941175,47.93676470588235
Medical software,Object oriented data base management software,14,0.015891032917139614,113,32,3.4109513274336285,47.7533185840708
Data mining software,Enterprise resource planning ERP software,24,0.02724177071509648,36,297,1.9775533108866443,47.46127946127946
Metadata management software,Program testing software,3,0.00340522133938706,6,28,15.732142857142858,47.19642857142857
Enterprise resource planning ERP software,Video conferencing software,33,0.03745743473325766,297,69,1.4186795491143318,46.81642512077295
Application server software,Presentation software,37,0.04199772985244041,41,629,1.2639885222381635,46.76757532281205
Development environment software,Graphical user interface development software,10,0.011350737797956867,145,13,4.673740053050398,46.73740053050398
Development environment software,Video conferencing software,23,0.026106696935300794,145,69,2.0252873563218388,46.581609195402294
Content workflow software,Presentation software,36,0.04086265607264472,39,629,1.2928947046594106,46.54420936773878
Graphics or photo imaging software,Object oriented data base management software,17,0.019296254256526674,172,32,2.721111918604651,46.258902616279066
Expert system software,Metadata management software,3,0.00340522133938706,29,6,15.189655172413794,45.56896551724138
Expert system software,Graphics or photo imaging software,16,0.018161180476730987,29,172,2.8259823576583805,45.21571772253409
Data base reporting software,Graphics or photo imaging software,16,0.018161180476730987,29,172,2.8259823576583805,45.21571772253409
Cloud-based data access and sharing software,Enterprise resource planning ERP software,21,0.02383654937570942,29,297,2.148032044583769,45.10867293625915
Data mining software,Presentation software,34,0.03859250851305335,36,629,1.3228228228228227,44.97597597597597
Video creation and editing software,Word processing software,40,0.04540295119182747,40,785,1.1222929936305732,44.89171974522293
Cloud-based management software,Office suite software,42,0.04767309875141884,43,813,1.0584398867244487,44.454475242426845
Graphical user interface development software,Project management software,12,0.01362088535754824,13,221,3.6797772363383223,44.157326836059866
Desktop publishing software,Geographic information system,20,0.022701475595913734,88,91,2.2002997002997002,44.005994005994005
Presentation software,Sales and marketing software,33,0.03745743473325766,629,35,1.3205995911878265,43.57978650919828
Computer based training software,Presentation software,31,0.03518728717366629,31,629,1.400635930047695,43.419713831478546
Data base management system software,Network security and virtual private network VPN equipment software,7,0.007945516458569807,91,11,6.160839160839161,43.12587412587413
Computer based training software,Electronic mail software,31,0.03518728717366629,31,638,1.3808777429467085,42.807210031347964
Analytical or scientific software,Web page creation and editing software,35,0.039727582292849034,186,136,1.2189674256799494,42.66385989879823
Configuration management software,Metadata management software,3,0.00340522133938706,31,6,14.20967741935484,42.62903225806452
Configuration management software,Medical software,13,0.014755959137343927,31,113,3.269483300028547,42.50328290037111
Computer aided design CAD software,Data base management system software,29,0.032917139614074914,192,91,1.4622825091575091,42.406192765567766
Cloud-based management software,Spreadsheet software,42,0.04767309875141884,43,854,1.0076248570339306,42.32024399542508
Application server software,Office suite software,40,0.04540295119182747,41,813,1.057210572105721,42.28842288422884
Medical software,Operating system software,42,0.04767309875141884,113,326,1.0044519246430317,42.18698083500733
Internet directory services software,Procedure management software,2,0.0022701475595913734,14,6,20.976190476190478,41.952380952380956
Medical software,Process mapping and design software,28,0.03178206583427923,113,146,1.4952115407928235,41.86592314219906
Customer relationship management CRM software,Metadata management software,5,0.0056753688989784334,88,6,8.342803030303031,41.714015151515156
Accounting software,Operating system software,36,0.04086265607264472,84,326,1.1581945661700264,41.69500438212095
Business intelligence and data analysis software,Graphical user interface development software,7,0.007945516458569807,80,13,5.929807692307692,41.50865384615385
Desktop publishing software,Enterprise resource planning ERP software,35,0.039727582292849034,88,297,1.1797903275176003,41.29266146311601
Office suite software,Video creation and editing software,39,0.04426787741203178,813,40,1.056549815498155,41.205442804428046
Enterprise application integration software,Network security and virtual private network VPN equipment software,7,0.007945516458569807,96,11,5.839962121212121,40.879734848484844
Content workflow software,Enterprise system management software,3,0.00340522133938706,39,5,13.553846153846154,40.66153846153846
Electronic mail software,Sales and marketing software,32,0.036322360953461974,638,35,1.2625167935512764,40.400537393640846
Application server software,Spreadsheet software,40,0.04540295119182747,41,854,1.0064545610327298,40.25818244130919
Content workflow software,Office suite software,38,0.043132803632236094,39,813,1.0558551739363549,40.12249660958148
Medical software,Program testing software,12,0.01362088535754824,113,28,3.3413400758533505,40.096080910240204
Document management software,Medical software,36,0.04086265607264472,252,113,1.11378002528445,40.096080910240204
Object or component oriented development software,Switch or router software,9,0.01021566401816118,198,9,4.449494949494949,40.04545454545454
File versioning software,Word processing software,43,0.04880817253121453,52,785,0.9280499755022049,39.90614894659481
Graphical user interface development software,Graphics or photo imaging software,10,0.011350737797956867,13,172,3.9400715563506266,39.40071556350627
Spreadsheet software,Video creation and editing software,39,0.04426787741203178,854,40,1.0058255269320842,39.22719555035128
Document management software,Expert system software,18,0.02043132803632236,252,29,2.1699507389162562,39.05911330049261
Data mining software,Office suite software,36,0.04086265607264472,36,813,1.083640836408364,39.011070110701105
Data base user interface and query software,Video creation and editing software,27,0.03064699205448354,413,40,1.4398910411622277,38.877058111380144
Accounting software,Customer relationship management CRM software,18,0.02043132803632236,84,88,2.1452922077922074,38.61525974025973
Configuration management software,Enterprise resource planning ERP software,20,0.022701475595913734,31,297,1.913761268599978,38.27522537199956
Content workflow software,Spreadsheet software,38,0.043132803632236094,39,854,1.0051642346724314,38.196240917552394
Office suite software,Sales and marketing software,35,0.039727582292849034,813,35,1.083640836408364,37.92742927429274
Internet directory services software,Operating system software,14,0.015891032917139614,14,326,2.702453987730061,37.83435582822086
Metadata management software,Sales and marketing software,3,0.00340522133938706,6,35,12.585714285714285,37.75714285714285
Procedure management software,Sales and marketing software,3,0.00340522133938706,6,35,12.585714285714285,37.75714285714285
Cloud-based data access and sharing software,Time accounting software,4,0.004540295119182747,29,13,9.347480106100795,37.38992042440318
Data base reporting software,Graphical user interface development software,4,0.004540295119182747,29,13,9.347480106100795,37.38992042440318
Data mining software,Spreadsheet software,36,0.04086265607264472,36,854,1.031615925058548,37.138173302107724
Enterprise resource planning ERP software,Expert system software,19,0.021566401816118047,297,29,1.9434575641472194,36.92569371879717
Computer aided design CAD software,Program testing software,15,0.0170261066969353,192,28,2.4581473214285716,36.87220982142858
Object oriented data base management software,Presentation software,29,0.032917139614074914,32,629,1.2693263116057234,36.81046303656598
Procedure management software,Web platform development software,6,0.00681044267877412,6,144,6.118055555555555,36.70833333333333
Development environment software,Procedure management software,6,0.00681044267877412,145,6,6.075862068965517,36.4551724137931
Development environment software,Metadata management software,6,0.00681044267877412,145,6,6.075862068965517,36.4551724137931
Accounting software,Sales and marketing software,11,0.012485811577752554,84,35,3.296258503401361,36.25884353741497
Business intelligence and data analysis software,Desktop publishing software,17,0.019296254256526674,80,88,2.1274147727272728,36.166051136363635
Accounting software,Cloud-based data access and sharing software,10,0.011350737797956867,84,29,3.616584564860427,36.16584564860427
Internet browser software,Time accounting software,4,0.004540295119182747,30,13,9.035897435897436,36.14358974358974
Sales and marketing software,Spreadsheet software,35,0.039727582292849034,35,854,1.0316159250585482,36.106557377049185
Object or component oriented development software,Video creation and editing software,18,0.02043132803632236,198,40,2.0022727272727274,36.040909090909096
Customer relationship management CRM software,Video creation and editing software,12,0.01362088535754824,88,40,3.003409090909091,36.04090909090909
Document management software,Internet directory services software,12,0.01362088535754824,252,14,2.996598639455782,35.95918367346938
Enterprise application integration software,Medical software,21,0.02383654937570942,96,113,1.705475663716814,35.8149889380531
Cloud-based management software,Word processing software,37,0.04199772985244041,43,785,0.9656939712635165,35.730676936750115
Cloud-based management software,Medical software,14,0.015891032917139614,43,113,2.538382383206421,35.537353364889896
Computer aided design CAD software,Customer relationship management CRM software,26,0.029511918274687854,192,88,1.3557054924242424,35.248342803030305
Data base reporting software,Presentation software,27,0.03064699205448354,29,629,1.304040348665095,35.20908941395757
Application server software,Desktop publishing software,12,0.01362088535754824,41,88,2.9301552106430155,35.16186252771619
Accounting software,Graphics or photo imaging software,24,0.02724177071509648,84,172,1.4634551495016612,35.12292358803987
Cloud-based management software,Electronic mail software,33,0.03745743473325766,43,638,1.0597433841218924,34.97153167602245
Sales and marketing software,Word processing software,33,0.03745743473325766,35,785,1.058161965423112,34.919344858962695
Internet directory services software,Process mapping and design software,9,0.01021566401816118,14,146,3.879158512720157,34.91242661448141
Enterprise resource planning ERP software,Web page creation and editing software,40,0.04540295119182747,297,136,0.8724499900970489,34.897999603881956
Computer based training software,Word processing software,31,0.03518728717366629,31,785,1.1222929936305732,34.79108280254777
Cloud-based data access and sharing software,Internet directory services software,4,0.004540295119182747,29,14,8.679802955665025,34.7192118226601
Data mining software,Electronic mail software,30,0.0340522133938706,36,638,1.1507314524555903,34.521943573667706
Data base management system software,Web page creation and editing software,22,0.024971623155505107,91,136,1.5660956690368455,34.4541047188106
Procedure management software,Video conferencing software,4,0.004540295119182747,6,69,8.51207729468599,34.04830917874396
Content workflow software,Electronic mail software,31,0.03518728717366629,39,638,1.097620770034563,34.02624387107146
Computer aided design CAD software,Content workflow software,17,0.019296254256526674,192,39,2.0001335470085473,34.0022702991453
Data mining software,Word processing software,33,0.03745743473325766,36,785,1.0287685774946922,33.949363057324845
File versioning software,Medical software,15,0.0170261066969353,52,113,2.2489788972089855,33.73468345813478
Development environment software,Medical software,25,0.028376844494892167,145,113,1.344217271895026,33.60543179737565
Computer based training software,Office suite software,31,0.03518728717366629,31,813,1.083640836408364,33.592865928659286
Content workflow software,Word processing software,34,0.03859250851305335,39,785,0.9784092764984484,33.26591540094725
Electronic mail software,Video creation and editing software,31,0.03518728717366629,638,40,1.070180250783699,33.17558777429467
Business intelligence and data analysis software,Computer aided design CAD software,24,0.02724177071509648,80,192,1.3765625000000001,33.0375
Configuration management software,Presentation software,27,0.03064699205448354,31,629,1.2199087132673472,32.937535258218375
Object oriented data base management software,Office suite software,31,0.03518728717366629,32,813,1.0497770602706027,32.543088868388686
Internet browser software,Operating system software,19,0.021566401816118047,30,326,1.711554192229039,32.51952965235174
Business intelligence and data analysis software,Web page creation and editing software,20,0.022701475595913734,80,136,1.6194852941176472,32.38970588235294
Medical software,Sales and marketing software,12,0.01362088535754824,113,35,2.67307206068268,32.07686472819216
Customer relationship management CRM software,Medical software,19,0.021566401816118047,88,113,1.6833266291230893,31.983205953338697
Computer based training software,Spreadsheet software,31,0.03518728717366629,31,854,1.031615925058548,31.980093676814985
Configuration management software,Office suite software,30,0.0340522133938706,31,813,1.048684680395191,31.46054041185573
Object or component oriented development software,Web page creation and editing software,31,0.03518728717366629,198,136,1.0142231134878195,31.440916518122403
Cloud-based data access and sharing software,Office suite software,29,0.032917139614074914,29,813,1.083640836408364,31.42558425584256
Data base reporting software,Office suite software,29,0.032917139614074914,29,813,1.083640836408364,31.42558425584256
Presentation software,Program testing software,25,0.028376844494892167,629,28,1.2505677946854417,31.26419486713604
Data mining software,Medical software,12,0.01362088535754824,36,113,2.5988200589970503,31.1858407079646
Medical software,Web platform development software,24,0.02724177071509648,113,144,1.2994100294985251,31.1858407079646
Content workflow software,Desktop publishing software,11,0.012485811577752554,39,88,2.8237179487179485,31.060897435897434
Object oriented data base management software,Spreadsheet software,31,0.03518728717366629,32,854,0.9993779274004684,30.98071574941452
Internet browser software,Spreadsheet software,30,0.0340522133938706,30,854,1.031615925058548,30.94847775175644
Graphics or photo imaging software,Program testing software,13,0.014755959137343927,172,28,2.378114617940199,30.91549003322259
Cloud-based management software,Computer aided design CAD software,17,0.019296254256526674,43,192,1.8140746124031009,30.839268410852714
Project management software,Time accounting software,10,0.011350737797956867,221,13,3.066481030281935,30.66481030281935
Business intelligence and data analysis software,Switch or router software,5,0.0056753688989784334,80,9,6.118055555555555,30.59027777777778
Enterprise system management software,Web platform development software,5,0.0056753688989784334,5,144,6.118055555555555,30.59027777777778
Enterprise system management software,File versioning software,3,0.00340522133938706,5,52,10.165384615384616,30.496153846153845
Cloud-based data access and sharing software,Switch or router software,3,0.00340522133938706,29,9,10.126436781609195,30.379310344827587
Development environment software,Enterprise system management software,5,0.0056753688989784334,145,5,6.075862068965518,30.379310344827587
Office suite software,Program testing software,28,0.03178206583427923,813,28,1.083640836408364,30.341943419434195
Graphical user interface development software,Switch or router software,2,0.0022701475595913734,13,9,15.05982905982906,30.11965811965812
Cloud-based data access and sharing software,Object or component oriented development software,14,0.015891032917139614,29,198,2.148032044583769,30.072448624172765
Configuration management software,Spreadsheet software,30,0.0340522133938706,31,854,0.9983379919921432,29.950139759764298
Graphical user interface development software,Operating system software,12,0.01362088535754824,13,326,2.4945729117508257,29.93487494100991
Cloud-based data access and sharing software,Spreadsheet software,29,0.032917139614074914,29,854,1.031615925058548,29.91686182669789
Data base reporting software,Spreadsheet software,29,0.032917139614074914,29,854,1.031615925058548,29.91686182669789
Data base user interface and query software,Internet directory services software,14,0.015891032917139614,413,14,2.1331719128329296,29.864406779661014
Development environment software,Video creation and editing software,14,0.015891032917139614,145,40,2.126551724137931,29.771724137931034
Network security and virtual private network VPN equipment software,Operating system software,11,0.012485811577752554,11,326,2.7024539877300615,29.72699386503068
Graphical user interface development software,Process mapping and design software,8,0.009080590238365494,13,146,3.7133825079030554,29.707060063224443
Enterprise application integration software,Enterprise system management software,4,0.004540295119182747,96,5,7.341666666666667,29.366666666666667
Expert system software,Office suite software,28,0.03178206583427923,29,813,1.0462739110149721,29.29566950841922
Accounting software,Time accounting software,6,0.00681044267877412,84,13,4.84065934065934,29.043956043956044
Computer aided design CAD software,Configuration management software,14,0.015891032917139614,192,31,2.072244623655914,29.011424731182796
Program testing software,Spreadsheet software,28,0.03178206583427923,28,854,1.0316159250585482,28.885245901639347
Content workflow software,Medical software,12,0.01362088535754824,39,113,2.398910823689585,28.78692988427502
Electronic mail software,Internet browser software,25,0.028376844494892167,638,30,1.1507314524555905,28.768286311389762
Internet directory services software,Sales and marketing software,4,0.004540295119182747,14,35,7.191836734693877,28.767346938775507
Application server software,Computer aided design CAD software,16,0.018161180476730987,41,192,1.7906504065040652,28.650406504065042
Enterprise resource planning ERP software,Medical software,33,0.03745743473325766,297,113,0.8662733529990168,28.587020648967552
Internet directory services software,Project management software,10,0.011350737797956867,14,221,2.847446670976083,28.47446670976083
Analytical or scientific software,Procedure management software,6,0.00681044267877412,186,6,4.736559139784946,28.419354838709676
Analytical or scientific software,Metadata management software,6,0.00681044267877412,186,6,4.736559139784946,28.419354838709676
Project management software,Switch or router software,8,0.009080590238365494,221,9,3.543489190548014,28.34791352438411
Business intelligence and data analysis software,Internet directory services software,6,0.00681044267877412,80,14,4.7196428571428575,28.317857142857143
Cloud-based management software,Desktop publishing software,11,0.012485811577752554,43,88,2.561046511627907,28.171511627906977
Application server software,Word processing software,32,0.036322360953461974,41,785,0.8759359950287402,28.029951840919686
Data base reporting software,Desktop publishing software,9,0.01021566401816118,29,88,3.1069749216300937,27.962774294670844
Expert system software,Spreadsheet software,28,0.03178206583427923,29,854,0.9960429621254946,27.889202939513847
Cloud-based data access and sharing software,Presentation software,24,0.02724177071509648,29,629,1.1591469765911955,27.819527438188693
Expert system software,Presentation software,24,0.02724177071509648,29,629,1.1591469765911955,27.819527438188693
Content workflow software,Video creation and editing software,7,0.007945516458569807,39,40,3.9532051282051284,27.6724358974359
Enterprise resource planning ERP software,Time accounting software,11,0.012485811577752554,297,13,2.50997150997151,27.609686609686612
Geographic information system,Video conferencing software,14,0.015891032917139614,91,69,1.9643255295429207,27.50055741360089
Cloud-based data access and sharing software,Electronic mail software,24,0.02724177071509648,29,638,1.142795373473138,27.42708896335531
Internet browser software,Word processing software,27,0.03064699205448354,30,785,1.010063694267516,27.271719745222935
Electronic mail software,File versioning software,32,0.036322360953461974,638,52,0.849770918736436,27.19266939956595
Cloud-based data access and sharing software,Geographic information system,9,0.01021566401816118,29,91,3.00454717696097,27.04092459264873
Document management software,Graphical user interface development software,10,0.011350737797956867,252,13,2.6892551892551895,26.892551892551893
Cloud-based data access and sharing software,Medical software,10,0.011350737797956867,29,113,2.688434543790052,26.88434543790052
Network security and virtual private network VPN equipment software,Process mapping and design software,7,0.007945516458569807,11,146,3.839975093399751,26.879825653798257
Computer aided design CAD software,Expert system software,13,0.014755959137343927,192,29,2.0569324712643677,26.74012212643678
Customer relationship management CRM software,Procedure management software,4,0.004540295119182747,88,6,6.674242424242425,26.6969696969697
Object or component oriented development software,Procedure management software,6,0.00681044267877412,198,6,4.449494949494949,26.696969696969695
Metadata management software,Object or component oriented development software,6,0.00681044267877412,6,198,4.449494949494949,26.696969696969695
Internet browser software,Office suite software,27,0.03064699205448354,30,813,0.9752767527675277,26.33247232472325
Application server software,Video creation and editing software,7,0.007945516458569807,41,40,3.7603658536585365,26.322560975609754
Analytical or scientific software,Medical software,25,0.028376844494892167,186,113,1.0479113141117138,26.197782852792844
Cloud-based data access and sharing software,Word processing software,26,0.029511918274687854,29,785,1.0061937184274106,26.161036679112676
Data base reporting software,Word processing software,26,0.029511918274687854,29,785,1.0061937184274106,26.161036679112676
Analytical or scientific software,Computer based training software,13,0.014755959137343927,186,31,1.9862989941033646,25.82188692334374
Geographic information system,Procedure management software,4,0.004540295119182747,91,6,6.4542124542124535,25.816849816849814
Geographic information system,Metadata management software,4,0.004540295119182747,91,6,6.4542124542124535,25.816849816849814
Development environment software,Web page creation and editing software,24,0.02724177071509648,145,136,1.072210953346856,25.733062880324546
Accounting software,Video conferencing software,13,0.014755959137343927,84,69,1.9760179434092477,25.68823326432022
Metadata management software,Web platform development software,5,0.0056753688989784334,6,144,5.09837962962963,25.49189814814815
Desktop publishing software,Object oriented data base management software,9,0.01021566401816118,88,32,2.815696022727273,25.341264204545457
Cloud-based data access and sharing software,Internet browser software,5,0.0056753688989784334,29,30,5.063218390804598,25.316091954022987
Enterprise system management software,Program testing software,2,0.0022701475595913734,5,28,12.585714285714285,25.17142857142857
Sales and marketing software,Switch or router software,3,0.00340522133938706,35,9,8.39047619047619,25.17142857142857
Metadata management software,Process mapping and design software,5,0.0056753688989784334,6,146,5.0285388127853885,25.142694063926943
Business intelligence and data analysis software,Network security and virtual private network VPN equipment software,5,0.0056753688989784334,80,11,5.005681818181818,25.028409090909093
Document management software,Switch or router software,8,0.009080590238365494,252,9,3.107583774250441,24.86067019400353
